gene_symbol	hgnc_id	mgi_id	disorder_id	disorder_name	IMPC_pipeline	IMPC_phenotypes	HPO_phenotypes	PhenoDigm_match	max_score
UBA5	HGNC:23230	MGI:1913913	OMIM:617133|OMIM:617132|ORPHA:442835	Spinocerebellar Ataxia, Autosomal Recessive 24|Developmental And Epileptic Encephalopathy 44|Non-Specific Early-Onset Epileptic Encephalopathy	no	no	no	no	NA
UBA52	HGNC:12458	MGI:98887	-	-	no	no	no	no	NA
UBA6	HGNC:25581	MGI:1913894	-	-	no	no	no	no	NA
UBA7	HGNC:12471	MGI:1349462	-	-	yes	no	no	no	NA
UBAC1	HGNC:30221	MGI:1920995	-	-	yes	no	no	no	NA
UBAC2	HGNC:20486	MGI:1916139	ORPHA:117	Behçet Disease	yes	yes	yes	yes	30.94
UBALD1	HGNC:29576	MGI:1916255	-	-	no	no	no	no	NA
UBALD2	HGNC:28438	MGI:1914635	-	-	no	no	no	no	NA
UBAP1	HGNC:12461	MGI:2149543	OMIM:618418|ORPHA:100993|ORPHA:631068	Spastic Paraplegia 80, Autosomal Dominant|Autosomal Dominant Spastic Paraplegia Type 12|Autosomal Dominant Spastic Paraplegia Type 80	yes	yes	yes	no	NA
UBAP1L	HGNC:40028	MGI:2685360	-	-	yes	no	no	no	NA
UBAP2	HGNC:14185	MGI:1916176	-	-	yes	no	no	no	NA
UBAP2L	HGNC:29877	MGI:1921633	OMIM:620494	Neurodevelopmental Disorder With Impaired Language, Behavioral Abnormalities, And Dysmorphic Facies	yes	yes	no	no	NA
UBASH3A	HGNC:12462	MGI:1926074	-	-	yes	no	no	no	NA
UBASH3B	HGNC:29884	MGI:1920078	-	-	no	no	no	no	NA
UBB	HGNC:12463	MGI:98888	ORPHA:155878|ORPHA:101023|ORPHA:99772|ORPHA:99771	Submucosal Cleft Palate|Cleft Hard Palate|Cleft Velum|Bifid Uvula	no	no	no	no	NA
UBC	HGNC:12468	MGI:98889	-	-	yes	no	no	no	NA
UBD	HGNC:18795	MGI:1344410	-	-	yes	no	no	no	NA
UBE2A	HGNC:12472	MGI:102959	OMIM:300860|ORPHA:163956	Intellectual Developmental Disorder, X-Linked, Syndromic, Nascimento Type|X-Linked Intellectual Disability, Nascimento Type	yes	yes	yes	yes	28.93
UBE2B	HGNC:12473	MGI:102944	-	-	yes	no	no	no	NA
UBE2C	HGNC:15937	MGI:1915862	-	-	yes	no	no	no	NA
UBE2D1	HGNC:12474	MGI:2384911	-	-	yes	no	no	no	NA
UBE2D2	HGNC:12475	MGI:1930715	-	-	no	no	no	no	NA
UBE2D3	HGNC:12476	MGI:1913355	-	-	yes	no	no	no	NA
UBE2E1	HGNC:12477	MGI:107411	-	-	yes	no	no	no	NA
UBE2E2	HGNC:12478	MGI:2384997	-	-	yes	no	no	no	NA
UBE2E3	HGNC:12479	MGI:107412	-	-	no	no	no	no	NA
UBE2F	HGNC:12480	MGI:1915171	-	-	yes	no	no	no	NA
UBE2G1	HGNC:12482	MGI:1914378	-	-	yes	no	no	no	NA
UBE2G2	HGNC:12483	MGI:1343188	-	-	no	no	no	no	NA
UBE2H	HGNC:12484	MGI:104632	-	-	yes	no	no	no	NA
UBE2I	HGNC:12485	MGI:107365	-	-	yes	no	no	no	NA
UBE2J1	HGNC:17598	MGI:1926245	-	-	yes	no	no	no	NA
UBE2J2	HGNC:19268	MGI:2153608	-	-	yes	no	no	no	NA
UBE2K	HGNC:4914	MGI:1858216	-	-	no	no	no	no	NA
UBE2L3	HGNC:12488	MGI:109240	ORPHA:536	Systemic Lupus Erythematosus	no	no	no	no	NA
UBE2L6	HGNC:12490	MGI:1914500	-	-	no	no	no	no	NA
UBE2M	HGNC:12491	MGI:108278	-	-	yes	no	no	no	NA
UBE2N	HGNC:12492	MGI:1934835	-	-	yes	no	no	no	NA
UBE2O	HGNC:29554	MGI:2444266	-	-	yes	no	no	no	NA
UBE2Q1	HGNC:15698	MGI:1917343	-	-	no	no	no	no	NA
UBE2Q2	HGNC:19248	MGI:2388672	-	-	no	no	no	no	NA
UBE2QL1	HGNC:37269	MGI:1924230	-	-	yes	no	no	no	NA
UBE2R2	HGNC:19907	MGI:1914865	-	-	no	no	no	no	NA
UBE2S	HGNC:17895	MGI:1925141	-	-	no	no	no	no	NA
UBE2T	HGNC:25009	MGI:1914446	OMIM:616435|ORPHA:84	Fanconi Anemia, Complementation Group T|Fanconi Anemia	no	no	no	no	NA
UBE2U	HGNC:28559	MGI:3588216	-	-	yes	no	no	no	NA
UBE2V1	HGNC:12494	MGI:1913839	-	-	no	no	no	no	NA
UBE2V2	HGNC:12495	MGI:1917870	-	-	no	no	no	no	NA
UBE2W	HGNC:25616	MGI:1914049	-	-	yes	no	no	no	NA
UBE2Z	HGNC:25847	MGI:1343160	-	-	yes	no	no	no	NA
UBE3A	HGNC:12496	MGI:105098	OMIM:105830|ORPHA:238446|ORPHA:411511|ORPHA:411515|ORPHA:98795|ORPHA:98794	Angelman Syndrome|15Q11Q13 Microduplication Syndrome|Angelman Syndrome Due To A Point Mutation|Angelman Syndrome Due To Imprinting Defect In 15Q11-Q13|Angelman Syndrome Due To Paternal Uniparental Disomy Of Chromosome 15|Angelman Syndrome Due To Maternal 15Q11Q13 Deletion	yes	yes	yes	yes	58.665
UBE3B	HGNC:13478	MGI:1891295	OMIM:244450|ORPHA:2707	Kaufman Oculocerebrofacial Syndrome|Oculocerebrofacial Syndrome, Kaufman Type	yes	yes	yes	yes	47.94
UBE3C	HGNC:16803	MGI:2140998	OMIM:620270	Neurodevelopmental Disorder With Absent Speech And Movement And Behavioral Abnormalities	yes	yes	yes	yes	36.315
UBE3D	HGNC:21381	MGI:1917598	-	-	no	no	no	no	NA
UBE4A	HGNC:12499	MGI:2154580	OMIM:619639|ORPHA:88616	Neurodevelopmental Disorder With Hypotonia And Gross Motor And Speech Delay|Autosomal Recessive Non-Syndromic Intellectual Disability	yes	yes	yes	no	NA
UBE4B	HGNC:12500	MGI:1927086	ORPHA:1606	1P36 Deletion Syndrome	no	no	no	no	NA
UBFD1	HGNC:30565	MGI:107301	-	-	no	no	no	no	NA
UBIAD1	HGNC:30791	MGI:1918957	OMIM:121800|ORPHA:98967	Schnyder Corneal Dystrophy	yes	yes	yes	no	NA
UBL3	HGNC:12504	MGI:1344373	-	-	no	no	no	no	NA
UBL4A	HGNC:12505	MGI:95049	-	-	no	no	no	no	NA
UBL4B	HGNC:32309	MGI:1914841	-	-	yes	no	no	no	NA
UBL5	HGNC:13736	MGI:1913427	-	-	no	no	no	no	NA
UBL7	HGNC:28221	MGI:1916709	-	-	yes	no	no	no	NA
UBLCP1	HGNC:28110	MGI:1933105	-	-	yes	no	no	no	NA
UBN1	HGNC:12506	MGI:1891307	-	-	yes	no	no	no	NA
UBN2	HGNC:21931	MGI:2444236	-	-	yes	no	no	no	NA
UBOX5	HGNC:17777	MGI:2154658	-	-	yes	no	no	no	NA
UBP1	HGNC:12507	MGI:104889	-	-	yes	no	no	no	NA
UBQLN1	HGNC:12508	MGI:1860276	-	-	no	no	no	no	NA
UBQLN2	HGNC:12509	MGI:1860283	OMIM:300857|ORPHA:803	Amyotrophic Lateral Sclerosis 15 With Or Without Frontotemporal Dementia|Amyotrophic Lateral Sclerosis	no	no	no	no	NA
UBQLN3	HGNC:12510	MGI:3045291	-	-	no	no	no	no	NA
UBQLN4	HGNC:1237	MGI:2150152	-	-	yes	no	no	no	NA
UBQLNL	HGNC:28294	MGI:2685336	-	-	no	no	no	no	NA
UBR1	HGNC:16808	MGI:1277977	OMIM:243800|ORPHA:2315	Johanson-Blizzard Syndrome	no	no	no	no	NA
UBR2	HGNC:21289	MGI:1861099	-	-	yes	no	no	no	NA
UBR3	HGNC:30467	MGI:1861100	-	-	no	no	no	no	NA
UBR4	HGNC:30313	MGI:1916366	-	-	yes	no	no	no	NA
UBR5	HGNC:16806	MGI:1918040	-	-	no	no	no	no	NA
UBR7	HGNC:20344	MGI:1913872	OMIM:619189|ORPHA:528084	Li-Campeau Syndrome|Non-Specific Syndromic Intellectual Disability	yes	yes	yes	yes	32.97
UBTD1	HGNC:25683	MGI:2385092	-	-	yes	no	no	no	NA
UBTD2	HGNC:24463	MGI:2444752	-	-	no	no	no	no	NA
UBTF	HGNC:12511	MGI:98512	OMIM:617672|ORPHA:500180	Neurodegeneration, Childhood-Onset, With Brain Atrophy|Childhood-Onset Motor And Cognitive Regression Syndrome With Extrapyramidal Movement Disorder	yes	yes	yes	no	NA
UBTFL1	HGNC:14533	MGI:3588290	-	-	no	no	no	no	NA
UBXN1	HGNC:18402	MGI:1289301	-	-	yes	no	no	no	NA
UBXN10	HGNC:26354	MGI:2443123	-	-	yes	no	no	no	NA
UBXN11	HGNC:30600	MGI:1914836	-	-	no	no	no	no	NA
UBXN2A	HGNC:27265	MGI:2442310	-	-	yes	no	no	no	NA
UBXN2B	HGNC:27035	MGI:1915303	-	-	yes	no	no	no	NA
UBXN4	HGNC:14860	MGI:1915062	-	-	no	no	no	no	NA
UBXN6	HGNC:14928	MGI:1913780	-	-	yes	no	no	no	NA
UBXN7	HGNC:29119	MGI:2146388	-	-	yes	no	no	no	NA
UBXN8	HGNC:30307	MGI:1337129	-	-	no	no	no	no	NA
UCHL1	HGNC:12513	MGI:103149	OMIM:620221|OMIM:615491|OMIM:613643|ORPHA:2828|ORPHA:352654	Spastic Paraplegia 79A, Autosomal Dominant, With Ataxia|Spastic Paraplegia 79B, Autosomal Recessive|Parkinson Disease 5, Autosomal Dominant, Susceptibility To|Young-Onset Parkinson Disease|Early-Onset Progressive Neurodegeneration-Blindness-Ataxia-Spasticity Syndrome	yes	yes	yes	yes	37.96
UCHL5	HGNC:19678	MGI:1914848	-	-	yes	no	no	no	NA
UCK1	HGNC:14859	MGI:98904	-	-	yes	no	no	no	NA
UCK2	HGNC:12562	MGI:1931744	-	-	yes	no	no	no	NA
UCKL1	HGNC:15938	MGI:1915806	-	-	yes	no	no	no	NA
UCMA	HGNC:25205	MGI:1915777	-	-	no	no	no	no	NA
UCN	HGNC:12516	MGI:1276123	-	-	no	no	no	no	NA
UCN2	HGNC:18414	MGI:2176375	-	-	no	no	no	no	NA
UCN3	HGNC:17781	MGI:1932970	-	-	yes	no	no	no	NA
UCP1	HGNC:12517	MGI:98894	-	-	yes	no	no	no	NA
UCP2	HGNC:12518	MGI:109354	OMIM:607447|ORPHA:276556	Body Mass Index Quantitative Trait Locus 4|Hyperinsulinism Due To Ucp2 Deficiency	no	no	no	no	NA
UCP3	HGNC:12519	MGI:1099787	OMIM:601665	Obesity	no	no	no	no	NA
UEVLD	HGNC:30866	MGI:1860490	-	-	yes	no	no	no	NA
UFC1	HGNC:26941	MGI:1913405	OMIM:618076	Neurodevelopmental Disorder With Spasticity And Poor Growth	yes	yes	yes	no	NA
UFD1	HGNC:12520	MGI:109353	ORPHA:567	22Q11.2 Deletion Syndrome	no	no	no	no	NA
UFL1	HGNC:23039	MGI:1914740	-	-	yes	no	no	no	NA
UFM1	HGNC:20597	MGI:1915140	OMIM:617899|ORPHA:139441	Leukodystrophy, Hypomyelinating, 14|Hypomyelination With Atrophy Of Basal Ganglia And Cerebellum	yes	yes	yes	no	NA
UFSP1	HGNC:33821	MGI:1917490	-	-	no	no	no	no	NA
UFSP2	HGNC:25640	MGI:1913679	OMIM:142669|OMIM:620028|OMIM:617974|ORPHA:2114|ORPHA:88616	Beukes Hip Dysplasia|Developmental And Epileptic Encephalopathy 106|Spondyloepimetaphyseal Dysplasia, Di Rocco Type|Hip Dysplasia, Beukes Type|Autosomal Recessive Non-Syndromic Intellectual Disability	yes	yes	yes	yes	40.495
UGCG	HGNC:12524	MGI:1332243	-	-	yes	no	no	no	NA
UGDH	HGNC:12525	MGI:1306785	OMIM:618792	Developmental And Epileptic Encephalopathy 84	no	no	no	no	NA
UGGT1	HGNC:15663	MGI:2443162	-	-	yes	no	no	no	NA
UGGT2	HGNC:15664	MGI:1913685	-	-	yes	no	no	no	NA
UGP2	HGNC:12527	MGI:2183447	OMIM:618744	Developmental And Epileptic Encephalopathy 83	yes	yes	yes	no	NA
UGT1A1	HGNC:12530	MGI:98898	-	-	no	no	no	no	NA
UGT2A1	HGNC:12542	MGI:2149905	-	-	yes	no	no	no	NA
UGT2A2	HGNC:28183	MGI:3576095	-	-	no	no	no	no	NA
UGT2A3	HGNC:28528	MGI:1919344	-	-	no	no	no	no	NA
UGT8	HGNC:12555	MGI:109522	-	-	no	no	no	no	NA
UHMK1	HGNC:19683	MGI:1341908	-	-	no	no	no	no	NA
UHRF1	HGNC:12556	MGI:1338889	-	-	yes	no	no	no	NA
UHRF2	HGNC:12557	MGI:1923718	-	-	yes	no	no	no	NA
UIMC1	HGNC:30298	MGI:103185	-	-	no	no	no	no	NA
ULBP1	HGNC:14893	MGI:1925027	-	-	no	no	no	no	NA
ULK1	HGNC:12558	MGI:1270126	-	-	no	no	no	no	NA
ULK2	HGNC:13480	MGI:1352758	-	-	no	no	no	no	NA
ULK3	HGNC:19703	MGI:1918992	-	-	yes	no	no	no	NA
ULK4	HGNC:15784	MGI:1921622	-	-	no	no	no	no	NA
UMAD1	HGNC:48955	MGI:3840148	-	-	no	no	no	no	NA
UMOD	HGNC:12559	MGI:102674	OMIM:162000|ORPHA:88950	Tubulointerstitial Kidney Disease, Autosomal Dominant, 1|Umod-Related Autosomal Dominant Tubulointerstitial Kidney Disease	yes	yes	yes	yes	40.005
UMODL1	HGNC:12560	MGI:1929785	-	-	yes	no	no	no	NA
UMPS	HGNC:12563	MGI:1298388	OMIM:258900|ORPHA:30	Orotic Aciduria|Hereditary Orotic Aciduria	no	no	no	no	NA
UNC119	HGNC:12565	MGI:1328357	OMIM:615518|OMIM:620342|ORPHA:1872|ORPHA:228000	Immunodeficiency 13|Cone-Rod Dystrophy 24|Cone Rod Dystrophy|Idiopathic Cd4 Lymphocytopenia	yes	yes	yes	no	NA
UNC119B	HGNC:16488	MGI:2147162	-	-	yes	no	no	no	NA
UNC13A	HGNC:23150	MGI:3051532	ORPHA:803	Amyotrophic Lateral Sclerosis	no	no	no	no	NA
UNC13B	HGNC:12566	MGI:1342278	-	-	yes	no	no	no	NA
UNC13C	HGNC:23149	MGI:2149021	-	-	yes	no	no	no	NA
UNC13D	HGNC:23147	MGI:1917700	OMIM:608898|ORPHA:540	Hemophagocytic Lymphohistiocytosis, Familial, 3|Familial Hemophagocytic Lymphohistiocytosis	no	no	no	no	NA
UNC45A	HGNC:30594	MGI:2142246	OMIM:619377	Osteootohepatoenteric Syndrome	yes	yes	yes	no	NA
UNC45B	HGNC:14304	MGI:2443377	OMIM:616279|OMIM:619178|ORPHA:441447|ORPHA:98991	Cataract 43|Myofibrillar Myopathy 11|Early-Onset Posterior Subcapsular Cataract|Early-Onset Nuclear Cataract	yes	yes	yes	no	NA
UNC50	HGNC:16046	MGI:1914637	-	-	no	no	no	no	NA
UNC5A	HGNC:12567	MGI:894682	-	-	no	no	no	no	NA
UNC5B	HGNC:12568	MGI:894703	-	-	no	no	no	no	NA
UNC5C	HGNC:12569	MGI:1095412	-	-	yes	no	no	no	NA
UNC5CL	HGNC:21203	MGI:1923839	-	-	yes	no	no	no	NA
UNC5D	HGNC:18634	MGI:2389364	-	-	no	no	no	no	NA
UNC79	HGNC:19966	MGI:2684729	-	-	no	no	no	no	NA
UNC80	HGNC:26582	MGI:2652882	OMIM:616801|ORPHA:371364	Hypotonia, Infantile, With Psychomotor Retardation And Characteristic Facies 2|Hypotonia-Speech Impairment-Severe Cognitive Delay Syndrome	yes	yes	yes	no	NA
UNC93B1	HGNC:13481	MGI:1859307	OMIM:610551|ORPHA:1930	Encephalopathy, Acute, Infection-Induced (Herpes-Specific), Susceptibility To, 1|Herpes Simplex Virus Encephalitis	no	no	no	no	NA
UNCX	HGNC:33194	MGI:108013	-	-	no	no	no	no	NA
UNG	HGNC:12572	MGI:109352	OMIM:608106|ORPHA:101092	Immunodeficiency With Hyper-Igm, Type 5|Hyper-Igm Syndrome Type 5	no	no	no	no	NA
UNK	HGNC:29369	MGI:2442456	-	-	yes	no	no	no	NA
UNKL	HGNC:14184	MGI:1921404	-	-	yes	no	no	no	NA
UPB1	HGNC:16297	MGI:2143535	OMIM:613161|ORPHA:65287	Beta-Ureidopropionase Deficiency	yes	yes	yes	no	NA
UPF1	HGNC:9962	MGI:107995	-	-	no	no	no	no	NA
UPF2	HGNC:17854	MGI:2449307	-	-	no	no	no	no	NA
UPF3A	HGNC:20332	MGI:1914281	-	-	yes	no	no	no	NA
UPF3B	HGNC:20439	MGI:1915384	OMIM:300676|ORPHA:776|ORPHA:323|ORPHA:777	Intellectual Developmental Disorder, X-Linked, Syndromic 14|Lujan-Fryns Syndrome|Non Rare In Europe: Fg Syndrome Phenotypic Spectrum|X-Linked Non-Syndromic Intellectual Disability	yes	yes	yes	yes	40.88
UPK1A	HGNC:12577	MGI:98911	-	-	no	no	no	no	NA
UPK1B	HGNC:12578	MGI:98912	-	-	yes	no	no	no	NA
UPK2	HGNC:12579	MGI:98913	-	-	no	no	no	no	NA
UPK3A	HGNC:12580	MGI:98914	ORPHA:93100	Renal Agenesis, Unilateral	no	no	no	no	NA
UPK3B	HGNC:21444	MGI:2140882	-	-	no	no	no	no	NA
UPK3BL1	HGNC:37278	MGI:1916915	-	-	no	no	no	no	NA
UPP1	HGNC:12576	MGI:1097668	-	-	no	no	no	no	NA
UPP2	HGNC:23061	MGI:1923904	-	-	no	no	no	no	NA
UPRT	HGNC:28334	MGI:2685620	-	-	no	no	no	no	NA
UQCC1	HGNC:15891	MGI:1929472	-	-	no	no	no	no	NA
UQCC2	HGNC:21237	MGI:1914517	OMIM:615824|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 7|Isolated Complex Iii Deficiency	no	no	no	no	NA
UQCC3	HGNC:34399	MGI:2147553	OMIM:616111|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 9|Isolated Complex Iii Deficiency	yes	yes	yes	yes	21.57
UQCC4	HGNC:27558	MGI:2670966	-	-	no	no	no	no	NA
UQCC5	HGNC:37257	MGI:1913737	-	-	no	no	no	no	NA
UQCC6	HGNC:34450	MGI:3698433	-	-	no	no	no	no	NA
UQCR10	HGNC:30863	MGI:1913402	-	-	yes	no	no	no	NA
UQCR11	HGNC:30862	MGI:1913844	-	-	no	no	no	no	NA
UQCRB	HGNC:12582	MGI:1914780	OMIM:615158|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 3|Isolated Complex Iii Deficiency	yes	yes	yes	no	NA
UQCRC1	HGNC:12585	MGI:107876	OMIM:619279	Parkinsonism With Polyneuropathy	yes	yes	yes	yes	36.17
UQCRC2	HGNC:12586	MGI:1914253	OMIM:615160|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 5|Isolated Complex Iii Deficiency	no	no	no	no	NA
UQCRFS1	HGNC:12587	MGI:1913944	OMIM:618775|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 10|Isolated Complex Iii Deficiency	no	no	no	no	NA
UQCRQ	HGNC:29594	MGI:107807	OMIM:615159|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 4|Isolated Complex Iii Deficiency	yes	yes	yes	no	NA
URAD	HGNC:17785	MGI:3647519	-	-	no	no	no	no	NA
URB1	HGNC:17344	MGI:2146468	-	-	yes	no	no	no	NA
URB2	HGNC:28967	MGI:2681124	-	-	no	no	no	no	NA
URGCP	HGNC:30890	MGI:1919296	-	-	no	no	no	no	NA
URI1	HGNC:13236	MGI:1342294	-	-	yes	no	no	no	NA
URM1	HGNC:28378	MGI:1915455	-	-	yes	no	no	no	NA
UROC1	HGNC:26444	MGI:2385332	OMIM:276880|ORPHA:210128	Urocanase Deficiency|Urocanic Aciduria	yes	yes	yes	no	NA
UROD	HGNC:12591	MGI:98916	OMIM:176100|ORPHA:443062|ORPHA:95159	Porphyria Cutanea Tarda|Familial Porphyria Cutanea Tarda|Hepatoerythropoietic Porphyria	no	no	no	no	NA
UROS	HGNC:12592	MGI:98917	OMIM:263700|ORPHA:79277	Porphyria, Congenital Erythropoietic|Congenital Erythropoietic Porphyria	yes	yes	yes	yes	29.93
USB1	HGNC:25792	MGI:2142454	OMIM:604173|ORPHA:1775|ORPHA:221046	Poikiloderma With Neutropenia|Dyskeratosis Congenita	yes	yes	yes	yes	37.24
USE1	HGNC:30882	MGI:1914273	-	-	no	no	no	no	NA
USF1	HGNC:12593	MGI:99542	OMIM:602491	Hyperlipidemia, Familial Combined, 1	yes	no	no	no	NA
USF2	HGNC:12594	MGI:99961	-	-	no	no	no	no	NA
USF3	HGNC:30494	MGI:2685454	ORPHA:201	Cowden Syndrome	yes	yes	yes	no	NA
USH1C	HGNC:12597	MGI:1919338	OMIM:602092|OMIM:276904|ORPHA:231169|ORPHA:90636	Deafness, Autosomal Recessive 18A|Usher Syndrome, Type Ic|Usher Syndrome Type 1|Rare Autosomal Recessive Non-Syndromic Sensorineural Deafness Type Dfnb	yes	yes	yes	yes	27.855
USH1G	HGNC:16356	MGI:2450757	OMIM:606943|ORPHA:231169	Usher Syndrome, Type Ig|Usher Syndrome Type 1	no	no	no	no	NA
USH2A	HGNC:12601	MGI:1341292	OMIM:613809|OMIM:276901|ORPHA:791|ORPHA:231178	Retinitis Pigmentosa 39|Usher Syndrome, Type Iia|Retinitis Pigmentosa|Usher Syndrome Type 2	no	no	no	no	NA
USHBP1	HGNC:24058	MGI:1922920	-	-	yes	no	no	no	NA
USO1	HGNC:30904	MGI:1929095	-	-	yes	no	no	no	NA
USP1	HGNC:12607	MGI:2385198	-	-	yes	no	no	no	NA
USP10	HGNC:12608	MGI:894652	-	-	yes	no	no	no	NA
USP11	HGNC:12609	MGI:2384312	-	-	yes	no	no	no	NA
USP12	HGNC:20485	MGI:1270128	-	-	yes	no	no	no	NA
USP13	HGNC:12611	MGI:1919857	-	-	yes	no	no	no	NA
USP14	HGNC:12612	MGI:1928898	-	-	yes	no	no	no	NA
USP15	HGNC:12613	MGI:101857	-	-	yes	no	no	no	NA
USP16	HGNC:12614	MGI:1921362	-	-	yes	no	no	no	NA
USP18	HGNC:12616	MGI:1344364	OMIM:617397|ORPHA:481665	Pseudo-Torch Syndrome 2|Usp18 Deficiency	no	no	no	no	NA
USP19	HGNC:12617	MGI:1918722	-	-	yes	no	no	no	NA
USP2	HGNC:12618	MGI:1858178	-	-	yes	no	no	no	NA
USP20	HGNC:12619	MGI:1921520	-	-	yes	no	no	no	NA
USP21	HGNC:12620	MGI:1353665	-	-	yes	no	no	no	NA
USP22	HGNC:12621	MGI:2144157	-	-	yes	no	no	no	NA
USP24	HGNC:12623	MGI:1919936	-	-	yes	no	no	no	NA
USP25	HGNC:12624	MGI:1353655	-	-	yes	no	no	no	NA
USP26	HGNC:13485	MGI:1933247	OMIM:301101	Spermatogenic Failure, X-Linked, 6	yes	yes	yes	no	NA
USP27X	HGNC:13486	MGI:1859645	OMIM:300984|ORPHA:777	Intellectual Developmental Disorder, X-Linked 105|X-Linked Non-Syndromic Intellectual Disability	no	no	no	no	NA
USP28	HGNC:12625	MGI:2442293	-	-	no	no	no	no	NA
USP29	HGNC:18563	MGI:1888998	-	-	yes	no	no	no	NA
USP3	HGNC:12626	MGI:2152450	-	-	yes	no	no	no	NA
USP30	HGNC:20065	MGI:2140991	-	-	yes	no	no	no	NA
USP31	HGNC:20060	MGI:1923429	-	-	yes	no	no	no	NA
USP33	HGNC:20059	MGI:2159711	-	-	yes	no	no	no	NA
USP34	HGNC:20066	MGI:109473	-	-	no	no	no	no	NA
USP35	HGNC:20061	MGI:2685339	-	-	yes	no	no	no	NA
USP36	HGNC:20062	MGI:1919594	-	-	yes	no	no	no	NA
USP37	HGNC:20063	MGI:2442483	-	-	yes	no	no	no	NA
USP38	HGNC:20067	MGI:1922091	-	-	yes	no	no	no	NA
USP39	HGNC:20071	MGI:107622	-	-	yes	no	no	no	NA
USP4	HGNC:12627	MGI:98905	-	-	yes	no	no	no	NA
USP40	HGNC:20069	MGI:2443184	-	-	yes	no	no	no	NA
USP42	HGNC:20068	MGI:1924050	-	-	yes	no	no	no	NA
USP43	HGNC:20072	MGI:2444541	-	-	yes	no	no	no	NA
USP44	HGNC:20064	MGI:3045318	-	-	yes	no	no	no	NA
USP45	HGNC:20080	MGI:101850	OMIM:618513|ORPHA:65	Leber Congenital Amaurosis 19|Leber Congenital Amaurosis	yes	yes	yes	no	NA
USP46	HGNC:20075	MGI:1916977	-	-	yes	no	no	no	NA
USP47	HGNC:20076	MGI:1922246	-	-	yes	no	no	no	NA
USP48	HGNC:18533	MGI:2158502	OMIM:620227|ORPHA:90635|ORPHA:96253	Deafness, Autosomal Dominant 85|Rare Autosomal Dominant Non-Syndromic Sensorineural Deafness Type Dfna|Cushing Disease	no	no	no	no	NA
USP49	HGNC:20078	MGI:2685391	-	-	no	no	no	no	NA
USP5	HGNC:12628	MGI:1347343	-	-	yes	no	no	no	NA
USP50	HGNC:20079	MGI:1922333	-	-	yes	no	no	no	NA
USP51	HGNC:23086	MGI:3588217	-	-	yes	no	no	no	NA
USP53	HGNC:29255	MGI:2139607	OMIM:619658	Cholestasis, Progressive Familial Intrahepatic, 7, With Or Without Hearing Loss	yes	yes	yes	yes	37.105
USP54	HGNC:23513	MGI:1926037	-	-	yes	no	no	no	NA
USP6NL	HGNC:16858	MGI:2138893	-	-	yes	no	no	no	NA
USP7	HGNC:12630	MGI:2182061	OMIM:616863|ORPHA:500055|ORPHA:643538	Hao-Fountain Syndrome|Hao-Fountain Syndrome Due To 16P13.2 Microdeletion|Hao-Fountain Syndrome Due To Usp7 Mutation	no	no	no	no	NA
USP8	HGNC:12631	MGI:1934029	OMIM:219090|ORPHA:401795|ORPHA:96253	Pituitary Adenoma 4, Acth-Secreting|Autosomal Recessive Spastic Paraplegia Type 59|Cushing Disease	no	no	no	no	NA
USP9X	HGNC:12632	MGI:894681	OMIM:300919|OMIM:300968|ORPHA:777|ORPHA:480880	Intellectual Developmental Disorder, X-Linked 99|Intellectual Developmental Disorder, X-Linked 99, Syndromic, Female-Restricted|X-Linked Non-Syndromic Intellectual Disability|X-Linked Female Restricted Facial Dysmorphism-Short Stature-Choanal Atresia-Intellectual Disability	no	no	no	no	NA
USP9Y	HGNC:12633	MGI:1313274	OMIM:415000|ORPHA:1646	Spermatogenic Failure, Y-Linked, 2|Partial Chromosome Y Deletion	no	no	no	no	NA
USPL1	HGNC:20294	MGI:2442342	-	-	no	no	no	no	NA
UST	HGNC:17223	MGI:2442406	-	-	yes	no	no	no	NA
UTF1	HGNC:12634	MGI:1276125	-	-	no	no	no	no	NA
UTP11	HGNC:24329	MGI:1914455	-	-	no	no	no	no	NA
UTP15	HGNC:25758	MGI:2145443	-	-	no	no	no	no	NA
UTP18	HGNC:24274	MGI:1923402	-	-	no	no	no	no	NA
UTP20	HGNC:17897	MGI:1917933	-	-	yes	no	no	no	NA
UTP23	HGNC:28224	MGI:1925831	-	-	no	no	no	no	NA
UTP25	HGNC:28440	MGI:2138080	-	-	no	no	no	no	NA
UTP3	HGNC:24477	MGI:1919230	-	-	no	no	no	no	NA
UTP4	HGNC:1983	MGI:1096573	ORPHA:168583	Hereditary North American Indian Childhood Cirrhosis	yes	yes	no	no	NA
UTP6	HGNC:18279	MGI:2445193	-	-	yes	no	no	no	NA
UTRN	HGNC:12635	MGI:104631	-	-	no	no	no	no	NA
UTS2	HGNC:12636	MGI:1346329	-	-	yes	no	no	no	NA
UTS2B	HGNC:30894	MGI:2677064	-	-	yes	no	no	no	NA
UTS2R	HGNC:4468	MGI:2183450	-	-	no	no	no	no	NA
UTY	HGNC:12638	MGI:894810	-	-	no	no	no	no	NA
